"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Quality","Atmosphere","Price"
10035,"CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","CULLMAN","AL",35058,"CULLMAN",2567372000,0.915566139857112,0.526953886122537,0.28480190517428
10036,"ANDALUSIA REGIONAL HOSPITAL","849 SOUTH THREE NOTCH STREET","ANDALUSIA","AL",36420,"COVINGTON",3342228466,0.93613336219961,0.359818142455077,0.0941762286209136
10038,"STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","ANNISTON","AL",36201,"CALHOUN",2562358900,0.9363498592769,0.0861658367612037,0.323771379086382
10039,"HUNTSVILLE HOSPITAL","101 SIVLEY RD","HUNTSVILLE","AL",35801,"MADISON",2562651000,0.0424334271487335,0.53777873998701,0.481056505737173
10040,"GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL",35903,"ETOWAH",2564944000,0.0108248538644728,0.316735224074475,0.548820090928772
10044,"MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","HAMILTON","AL",35570,"MARION",2059216200,0.936566356354189,0.83860142888071,0.0161290322580645
10045,"FAYETTE MEDICAL CENTER","1653 TEMPLE AVENUE NORTH","FAYETTE","AL",35555,"FAYETTE",2059325966,0.936782853431479,0.857328426066248,0.0520675470881143
10046,"RIVERVIEW REGIONAL MEDICAL CENTER","600 SOUTH THIRD STREET","GADSDEN","AL",35901,"ETOWAH",2565435200,0.932019917731111,0.0501190733925092,0.481056505737173
10047,"GEORGIANA MEDICAL CENTER","515 N MIRANDA AVENUE","GEORGIANA","AL",36033,"BUTLER",3343762205,0.936999350508768,0.792704048495345,0.0520675470881143
10049,"MEDICAL CENTER ENTERPRISE","400 N EDWARDS STREET","ENTERPRISE","AL",36330,"COFFEE",3343470584,0.937215847586058,0.426823987876164,0.15955834596233
10051,"GREENE COUNTY HOSPITAL","509 WILSON AVENUE","EUTAW","AL",35462,"GREENE",2053723388,0.937432344663347,0.134011690842174,0.323771379086382
10052,"LAKE MARTIN COMMUNITY HOSPITAL","201 MARIARDEN ROAD","DADEVILLE","AL",36853,"TALLAPOOSA",2568257821,0.937648841740636,0.233383849318034,0.0941762286209136
10054,"DECATUR MORGAN HOSPITAL-PARKWAY CAMPUS","1874 BELTLINE RD SW","DECATUR","AL",35601,"MORGAN",2563502211,0.937865338817926,0.156743883957567,0.186620480623512
10055,"FLOWERS HOSPITAL","4370 WEST MAIN STREET","DOTHAN","AL",36305,"HOUSTON",3347935000,0.0593201991773111,0.591361766616151,0.443710759904741
10056,"ST VINCENT'S BIRMINGHAM","810 ST VINCENT'S DRIVE","BIRMINGHAM","AL",35205,"JEFFERSON",2059397000,0.0261961463520242,0.554773760554233,0.516345529335354
10058,"BIBB MEDICAL CENTER","208 PIERSON AVE","CENTREVILLE","AL",35042,"BIBB",2059264881,0.938081835895215,0.641697337085949,0.597423684780255
10059,"LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","MOULTON","AL",35650,"LAWRENCE",2569742200,0.938298332972505,0.480731760121238,0.114851699502057
10061,"HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","SCOTTSBORO","AL",35768,"JACKSON",2562594444,0.938514830049794,0.596124702316519,0.0418921844555099
10062,"WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL",36340,"GENEVA",3346843655,0.938731327127084,0.275925525005412,0.15955834596233
10065,"RUSSELL HOSPITAL","3316 HIGHWAY 280","ALEXANDER CITY","AL",35010,"TALLAPOOSA",2563297100,0.910586707079454,0.748646893266941,0.443710759904741
10069,"MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL",36027,"BARBOUR",3346887271,0.938947824204373,0.431262177960598,0.548820090928772
10073,"CLAY COUNTY HOSPITAL","83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL",36251,"CLAY",2563542131,0.939164321281663,0.631738471530634,0.0941762286209136
10078,"NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL",36207,"CALHOUN",2562355121,0.923576531716822,0.259471747131414,0.323771379086382
10079,"ATHENS-LIMESTONE HOSPITAL","700 WEST MARKET STREET","ATHENS","AL",35611,"LIMESTONE",2562339292,0.939380818358952,0.507685646243776,0.249729378653388
10083,"SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","FOLEY","AL",36535,"BALDWIN",2519493400,0.0389694739121022,0.664104784585408,0.405174280147218
10085,"DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL",35601,"MORGAN",2563412000,0.918164104784585,0.495128815760987,0.216388828750812
10086,"NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL",35594,"MARION",2054877736,0.939597315436242,0.431262177960598,0.365555315003247
10087,"UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER","2451 FILLINGIM STREET","MOBILE","AL",36617,"MOBILE",2514717110,0.0287941112794977,0.451612903225806,0.28480190517428
10089,"WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","JASPER","AL",35502,"WALKER",2053874000,0.939813812513531,0.275925525005412,0.216388828750812
10090,"PROVIDENCE HOSPITAL","6801 AIRPORT BOULEVARD","MOBILE","AL",36608,"MOBILE",2516331000,0.00508768131630223,0.32279714223858,0.28480190517428
10091,"GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL",36451,"CLARKE",2512753191,0.940030309590821,0.0654903658800606,0.135094176228621
10092,"D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL",35401,"TUSCALOOSA",2057597111,0.0346395323663131,0.426823987876164,0.365555315003247
10095,"HALE COUNTY HOSPITAL","508 GREEN STREET","GREENSBORO","AL",36744,"HALE",3346243024,0.94024680666811,0.422602294869019,0.323771379086382
10097,"ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","WETUMPKA","AL",36092,"ELMORE",3345674311,0.940463303745399,0.655120155877896,0.676120372374973
10099,"D W MCMILLAN MEMORIAL HOSPITAL","1301 BELLEVILLE AVENUE","BREWTON","AL",36426,"ESCAMBIA",2518678061,0.940679800822689,0.458432561160424,0.405174280147218
10100,"THOMAS HOSPITAL","750 MORPHY AVENUE","FAIRHOPE","AL",36532,"BALDWIN",2519282375,0.0253301580428664,0.706105217579563,0.28480190517428
10101,"CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL",35161,"TALLADEGA",2567614542,0.940896297899978,0.0993721584758606,0.28480190517428
10102,"J PAUL JONES HOSPITAL","317 MCWILLIAMS AVENUE","CAMDEN","AL",36726,"WILCOX",3346824131,0.941112794977268,0.397921628058021,0.575665728512665
10103,"BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL",35211,"JEFFERSON",2057833800,0.0119073392509201,0.462113011474345,0.365555315003247
10104,"TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL",35213,"JEFFERSON",2055921000,0.0160207837194198,0.620264126434293,0.516345529335354
10108,"PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","PRATTVILLE","AL",36067,"AUTAUGA",3343614267,0.941329292054557,0.578371941978783,0.405174280147218
10109,"PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","CARROLLTON","AL",35447,"PICKENS",2053678111,0.941545789131847,0.698419571335787,0.28480190517428
10110,"BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL",36089,"BULLOCK",3347382140,0.941762286209136,0.691599913401169,0.405174280147218
10112,"BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL",36732,"MARENGO",3342894000,0.941978783286426,0.253301580428664,0.575665728512665
10113,"MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL",36652,"MOBILE",2514354700,0.00389694739121022,0.480731760121238,0.365555315003247
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL",35021,"JEFFERSON",2054817000,0.0250054124269322,0.0819441437540593,0.405174280147218
10118,"VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS","1015 MEDICAL CENTER PARKWAY","SELMA","AL",36701,"DALLAS",3344184100,0.0339900411344447,0.0583459623295086,0.365555315003247
10120,"MONROE COUNTY HOSPITAL","2016 SOUTH ALABAMA AVENUE, BOX 886","MONROEVILLE","AL",36460,"MONROE",2515753111,0.942195280363715,0.803204156743884,0.516345529335354
10125,"LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E     POST OFFICE BOX 780","HALEYVILLE","AL",35565,"WINSTON",2054857117,0.942411777441005,0.339575665728513,0.15955834596233
10126,"TROY REGIONAL MEDICAL CENTER","1330 HIGHWAY 231 SOUTH","TROY","AL",36081,"PIKE",3346705000,0.942628274518294,0.512556830482788,0.135094176228621
10128,"JACKSON MEDICAL CENTER","220 HOSPITAL DRIVE","JACKSON","AL",36545,"CLARKE",2512469021,0.942844771595583,0.757848019051743,0.15955834596233
10129,"NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL",36507,"BALDWIN",2519375521,0.943061268672873,0.603377354405715,0.0338817925958
10130,"ST VINCENT'S ST CLAIR","7063 VETERANS PARKWAY","PELL CITY","AL",35125,"SAINT CLAIR",2053383301,0.943277765750162,0.752760337735441,0.114851699502057
10131,"CRESTWOOD MEDICAL CENTER","ONE HOSPITAL DR SE","HUNTSVILLE","AL",35801,"MADISON",2568823100,0.931586923576532,0.569712058887205,0.365555315003247
10138,"HILL HOSPITAL OF SUMTER COUNTY","751 DERBY DRIVE","YORK","AL",36925,"SUMTER",2053925263,0.943494262827452,0.694306126867287,0.365555315003247
10139,"BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL",35209,"JEFFERSON",2058771000,0.0601861874864689,0.446849967525438,0.481056505737173
10144,"SPRINGHILL MEDICAL CENTER","3719 DAUPHIN STREET","MOBILE","AL",36608,"MOBILE",2513449630,0.0140723100238147,0.246157176878112,0.405174280147218
10146,"RMC JACKSONVILLE","1701 SOUTH PELHAM ROAD","JACKSONVILLE","AL",36265,"CALHOUN",2567824538,0.943710759904741,0.355921195063867,0.615068196579346
10148,"EVERGREEN MEDICAL CENTER","101 CRESTVIEW AVENUE","EVERGREEN","AL",36401,"CONECUH",2515782480,0.943927256982031,0.522732193115393,0.0627841524139424
10149,"BAPTIST MEDICAL CENTER EAST","400 TAYLOR ROAD","MONTGOMERY","AL",36117,"MONTGOMERY",3342448330,0.0116908421736307,0.634877679151331,0.405174280147218
10150,"L V STABLER MEMORIAL HOSPITAL","29 L V STABLER DRIVE","GREENVILLE","AL",36037,"BUTLER",3343822200,0.94414375405932,0.422602294869019,0.249729378653388
10157,"SHOALS HOSPITAL","201 WEST AVALON AVENUE","MUSCLE SHOALS","AL",35661,"COLBERT",2563861601,0.94436025113661,0.339575665728513,0.597423684780255
10158,"RUSSELLVILLE HOSPITAL","15155 HIGHWAY 43","RUSSELLVILLE","AL",35653,"FRANKLIN",2563321611,0.944576748213899,0.316735224074475,0.15955834596233
10164,"COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","SYLACAUGA","AL",35150,"TALLADEGA",2562495000,0.92238579779173,0.371508984628708,0.28480190517428
10168,"JACK HUGHSTON MEMORIAL HOSPITAL","4401 RIVER CHASE DRIVE","PHENIX CITY","AL",36867,"RUSSELL",3347323000,0.944793245291189,0.768672872916216,0.186620480623512
10169,"ATMORE COMMUNITY HOSPITAL","401 MEDICAL PARK DRIVE","ATMORE","AL",36502,"ESCAMBIA",2513682500,0.945009742368478,0.256116042433427,0.0941762286209136
11300,"WASHINGTON COUNTY HOSPITAL","14600 ST. STEPHENS AVENUE","CHATOM","AL",36518,"WASHINGTON",2518472223,0.945226239445767,0.84682831781771,0.708811431045681
11302,"RED BAY HOSPITAL","211 HOSPITAL ROAD","RED BAY","AL",35582,"FRANKLIN",2563569532,0.945442736523057,0.877679151331457,0.70902792812297
11304,"CHOCTAW GENERAL HOSPITAL","401 VANITY FAIR LANE, PO BOX 618","BUTLER","AL",36904,"CHOCTAW",2054599100,0.945659233600346,0.839467417189868,0.70924442520026
13301,"UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS","1700 CENTER STREET","MOBILE","AL",36604,"MOBILE",2514151000,0.945875730677636,0.877895648408746,0.709460922277549
20001,"PROVIDENCE ALASKA MEDICAL CENTER","BOX 196604","ANCHORAGE","AK",99508,"ANCHORAGE",9072613675,0.0210002164970773,0.380277116258931,0.0752327343580862
20006,"MAT-SU REGIONAL MEDICAL CENTER","2500 SOUTH WOODWORTH LOOP","PALMER","AK",99645,"MATANUSKA SUSITNA",9077468600,0.91437540593202,0.40636501407231,0.0141805585624594
20008,"BARTLETT REGIONAL HOSPITAL","3260 HOSPITAL DR","JUNEAU","AK",99801,"JUNEAU",9077968900,0.946092227754925,0.554773760554233,0.186620480623512
20012,"FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","FAIRBANKS","AK",99701,"FAIRBANKS NORTH STAR",9074528181,0.946308724832215,0.59958865555315,0.00909287724615718
20017,"ALASKA REGIONAL HOSPITAL","2801 DEBARR ROAD","ANCHORAGE","AK",99508,"ANCHORAGE",9072761131,0.0411344446849968,0.18131630222992,0.0752327343580862
20018,"YUKON KUSKOKWIM DELTA REG HOSPITAL","PO BOX 287","BETHEL","AK",99559,"BETHEL",9075436300,0.946525221909504,0.119722883741069,0.00064949123186837
20024,"CENTRAL PENINSULA GENERAL HOSPITAL","250 HOSPITAL PLACE","SOLDOTNA","AK",99669,"KENAI PENINSULA",9072624404,0.946741718986794,0.480731760121238,0.0221909504221693
20026,"ALASKA NATIVE MEDICAL CENTER","4315 DIPLOMACY DR","ANCHORAGE","AK",99508,"ANCHORAGE",9075632662,0.946958216064083,0.161290322580645,0.0221909504221693
20027,"MT EDGECUMBE HOSPITAL","222 TONGASS DR","SITKA","AK",99835,"SITKA",9079662411,0.947174713141373,0.267049144836545,0.0109331024031176
21301,"PROVIDENCE VALDEZ MEDICAL CENTER","PO BOX 550","VALDEZ","AK",99686,"VALDEZ CORDOVA",9078352249,0.947391210218662,0.878112145486036,0.709677419354839
21302,"PROVIDENCE SEWARD HOSPITAL","417 FIRST AVENUE, PO BOX 365","SEWARD","AK",99664,"KENAI PENINSULA",9072245205,0.947607707295951,0.878328642563325,0.709893916432128
21303,"SITKA COMMUNITY HOSPITAL","209 MOLLER DRIVE","SITKA","AK",99835,"SITKA",9077473241,0.947824204373241,0.878545139640615,0.710110413509418
21306,"PROVIDENCE KODIAK ISLAND MEDICAL CTR","1915 EAST REZANOF DRIVE","KODIAK","AK",99615,"KODIAK ISLAND",9074869592,0.94804070145053,0.878761636717904,0.710326910586707
21308,"NORTON SOUND REGIONAL HOSPITAL","1000 GREG KRUSCHEK AVENUE (P O BOX 966)","NOME","AK",99762,"NOME",9074433311,0.94825719852782,0.878978133795194,0.710543407663996
21309,"KANAKANAK HOSPITAL","P O BOX 130","DILLINGHAM","AK",99576,"DILLINGHAM",9078425201,0.948473695605109,0.685105001082485,0.710759904741286
21311,"PEACEHEALTH KETCHIKAN MEDICAL CENTER","3100 TONGASS AVENUE","KETCHIKAN","AK",99901,"KETCHIKAN GATEWAY",9072255171,0.948690192682399,0.879194630872483,0.710976401818575
21312,"SAMUEL SIMMONDS MEMORIAL HOSPITAL","7000 UULA ST","BARROW","AK",99723,"NORTH SLOPE",9078524611,0.948906689759688,0.879411127949773,0.711192898895865
21313,"SOUTH PENINSULA HOSPITAL","4300 BARTLETT ST","HOMER","AK",99603,"KENAI PENINSULA",9072358101,0.949123186836978,0.685105001082485,0.711409395973154
30001,"MARYVALE HOSPITAL","5102 WEST CAMPBELL AVENUE","PHOENIX","AZ",85031,"MARICOPA",6238485957,0.0489283394674172,0.879627625027062,0.249729378653388
30002,"BANNER GOOD SAMARITAN MEDICAL CENTER","1111 EAST MCDOWELL ROAD","PHOENIX","AZ",85006,"MARICOPA",6022392000,0.0324745615934185,0.757848019051743,0.365555315003247
30006,"TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","TUCSON","AZ",85712,"PIMA",5203275461,0.0257631521974453,0.080861658367612,0.405174280147218
30007,"VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","COTTONWOOD","AZ",86326,"YAVAPAI",9286396000,0.0273868802771163,0.397921628058021,0.216388828750812
30010,"CARONDELET ST  MARYS HOSPITAL","1601 WEST ST MARY'S ROAD","TUCSON","AZ",85745,"PIMA",5208723000,0.0113660965576965,0.249729378653388,0.249729378653388
30011,"CARONDELET ST JOSEPH'S HOSPITAL","350 NORTH WILMOT ROAD","TUCSON","AZ",85711,"PIMA",5208733000,0.00541242693223641,0.530742584975103,0.481056505737173
30012,"YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","PRESCOTT","AZ",86301,"YAVAPAI",9287715676,0.913401169084217,0.113877462654254,0.28480190517428
30013,"YUMA REGIONAL MEDICAL CENTER","2400 SOUTH AVENUE A","YUMA","AZ",85364,"YUMA",9283367275,0.0413509417622862,0.146027278631738,0.405174280147218
30014,"JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL","250 EAST DUNLAP AVENUE","PHOENIX","AZ",85020,"MARICOPA",6029432381,0.0357220177527603,0.227646676769864,0.323771379086382
30016,"BANNER CASA GRANDE MEDICAL CENTER","1800 EAST FLORENCE BOULEVARD","CASA GRANDE","AZ",85222,"PINAL",5203816453,0.0582377137908638,0.178501840225157,0.135094176228621
21304,"PETERSBURG MEDICAL CENTER"," PO BOX 589","PETERSBURG","AK",99833,"",9077724291,0.949339683914267,0.236631305477376,0.711625893050444
21305,"WRANGELL MEDICAL CENTER","310 BENNETT STREET PO BOX 1081","WRANGELL","AK",99929,"",9078747000,0.949556180991557,0.0873565706862957,0.711842390127733
30022,"MARICOPA MEDICAL CENTER","2601 EAST ROOSEVELT STREET","PHOENIX","AZ",85008,"MARICOPA",6023445011,0.369019268239879,0.0920112578480191,0.365555315003247
30023,"FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","FLAGSTAFF","AZ",86001,"COCONINO",9287732009,0.0235981814245508,0.507685646243776,0.0941762286209136
30024,"ST JOSEPH'S HOSPITAL AND MEDICAL CENTER","350 WEST THOMAS ROAD","PHOENIX","AZ",85013,"MARICOPA",6024063000,0.0212167135743667,0.299523706429963,0.365555315003247
30030,"PHOENIX BAPTIST HOSPITAL","2000 WEST BETHANY HOME ROAD","PHOENIX","AZ",85015,"MARICOPA",6022490212,0.05975319333189,0.159125351807751,0.323771379086382
30033,"PAYSON REGIONAL MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ",85541,"GILA",9284743222,0.949772678068846,0.475211084650357,0.216388828750812
30036,"CHANDLER REGIONAL MEDICAL CENTER","1955 WEST FRYE ROAD","CHANDLER","AZ",85224,"MARICOPA",4809634561,0.0193764884174064,0.309482571985278,0.249729378653388
30037,"ST LUKE'S MEDICAL CENTER","1800 EAST VAN BUREN STREET","PHOENIX","AZ",85006,"MARICOPA",6022518156,0.917731110630006,0.289456592336003,0.365555315003247
30038,"SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER","7400 EAST OSBORN ROAD","SCOTTSDALE","AZ",85251,"MARICOPA",4808824000,0.0292271054340766,0.187053474778091,0.405174280147218
30043,"SIERRA VISTA REGIONAL HEALTH CENTER","300 EL CAMINO REAL","SIERRA VISTA","AZ",85635,"COCHISE",5204173001,0.949989175146136,0.0891967958432561,0.28480190517428
30055,"KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","KINGMAN","AZ",86409,"MOHAVE",9287572101,0.0372374972937865,0.225806451612903,0.0941762286209136
30061,"BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","SUN CITY","AZ",85351,"MARICOPA",6239777211,0.0305260878978134,0.470339900411344,0.216388828750812
30062,"SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER","2200 SHOW LOW LAKE ROAD","SHOW LOW","AZ",85901,"NAVAJO",9285374375,0.930287941112795,0.49014938298333,0.0752327343580862
30064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSITY, THE","1501 NORTH CAMPBELL AVENUE","TUCSON","AZ",85724,"PIMA",5206940111,0.0458973803853648,0.134011690842174,0.28480190517428
30065,"BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","MESA","AZ",85202,"MARICOPA",4804123000,0.0300930937432345,0.330699285559645,0.323771379086382
30068,"MT GRAHAM REGIONAL MEDICAL CENTER","1600  SOUTH 20TH AVENUE","SAFFORD","AZ",85546,"GRAHAM",9283484000,0.950205672223425,0.495128815760987,0.0221909504221693
30069,"HAVASU REGIONAL MEDICAL CENTER","101 CIVIC CENTER LANE","LAKE HAVASU CITY","AZ",86403,"MOHAVE",9288558185,0.909071227538428,0.0510933102403118,0.0418921844555099
30071,"FORT DEFIANCE INDIAN HOSPITAL","PO BOX 649","FORT DEFIANCE","AZ",86504,"APACHE",9287298000,0.950422169300714,0.149382983329725,0.00378869885256549
30073,"TUBA CITY REGIONAL HEALTH CARE CORPORATION","PO BOX 600","TUBA CITY","AZ",86045,"COCONINO",9282832501,0.950638666378004,0.0247889153496428,0.00736090062784152
30074,"SELLS INDIAN HEALTH SERVICE HOSPITAL","PO BOX 548","SELLS","AZ",85634,"PIMA",5203837200,0.950855163455293,0.879844122104352,0.702966009958866
30077,"SAN CARLOS INDIAN HOSPITAL","223 CIBECUE CIRCLE ROAD","SAN CARLOS","AZ",85550,"GILA",9284757347,0.951071660532583,0.011149599480407,0.702966009958866
30078,"PHOENIX INDIAN MEDICAL CENTER","4212 NORTH 16TH STREET","PHOENIX","AZ",85016,"MARICOPA",6022631200,0.951288157609872,0.206754708811431,0.0141805585624594
30083,"PARADISE VALLEY HOSPITAL","3929 EAST BELL ROAD","PHOENIX","AZ",85032,"MARICOPA",6029235000,0.03983546222126,0.190084433860143,0.481056505737173
30084,"CHINLE COMPREHENSIVE HEALTH CARE FACILITY","US HWY 191, HOSPITAL ROAD","CHINLE","AZ",86503,"APACHE",9286747001,0.951504654687162,0.0105001082485386,0.00129898246373674
30085,"NORTHWEST MEDICAL CENTER","6200 NORTH LA CHOLLA BOULEVARD","TUCSON","AZ",85741,"PIMA",5207429000,0.0591037021000217,0.224074474994588,0.405174280147218
30087,"SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER","9003 EAST SHEA BOULEVARD","SCOTTSDALE","AZ",85260,"MARICOPA",4803233009,0.0402684563758389,0.344230352890236,0.516345529335354
30088,"BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","MESA","AZ",85206,"MARICOPA",4803212000,0.0523922927040485,0.355921195063867,0.365555315003247
30089,"BANNER THUNDERBIRD MEDICAL CENTER","5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",85306,"MARICOPA",6025885555,0.0337735440571552,0.384715306343364,0.365555315003247
30092,"JOHN C LINCOLN DEER VALLEY HOSPITAL","19829 NORTH 27TH AVENUE","PHOENIX","AZ",85027,"MARICOPA",6238795574,0.0368045031392076,0.175903875297683,0.28480190517428
30093,"BANNER DEL E WEBB MEDICAL CENTER","14502 WEST MEEKER BOULEVARD","SUN CITY WEST","AZ",85375,"MARICOPA",6232144000,0.0456808833080753,0.271920329075557,0.365555315003247
30094,"ARROWHEAD HOSPITAL","18701 NORTH 67TH AVENUE","GLENDALE","AZ",85308,"MARICOPA",6235611000,0.911236198311323,0.242476726564191,0.405174280147218
30101,"WESTERN ARIZONA REGIONAL MEDICAL CENTER","2735 SILVER CREEK ROAD","BULLHEAD CITY","AZ",86442,"MOHAVE",9287632273,0.0320415674388396,0.316735224074475,0.15955834596233
30103,"MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","PHOENIX","AZ",85054,"MARICOPA",4803422000,0.0121238363282096,0.818358952154146,0.15955834596233
